6881;;;;;0.000;0.000;;;;;;;;;;;;;;;;;;;;0.00;0;;;;;;1;;;;0.00;;;0;0;;;;;;0;;;;;;;0;0;;;0.000;;0;0
6882;;;;;0.000;0.000;;;;;;;;;;;;;;;;;;;;0.00;0;;;;;;1;;;;0.00;;;0;0;;;;;;0;;;;;;;0;0;;;0.000;;0;0
6883;;;;;0.000;0.000;;;;;;;;;;;;;;;;;;;;0.00;0;;;;;;1;;;;0.00;;;0;0;;;;;;0;;;;;;;0;0;;;0.000;;0;0
6884;;;;;0.000;0.000;;;;;;;;;;;;;;;;;;;;0.00;0;;;;;;1;;;;0.00;;;0;0;;;;;;0;;;;;;;0;0;;;0.000;;0;0
6885;;;;;0.000;0.000;;;;;;;;;;;;;;;;;;;;0.00;0;;;;;;1;;;;0.00;;;0;0;;;;;;0;;;;;;;0;0;;;0.000;;0;0
6886;;;;;0.000;0.000;;;;;;;;;;;;;;;;;;;;0.00;0;;;;;;1;;;;0.00;;;0;0;;;;;;0;;;;;;;0;0;;;0.000;;0;0
6887;;;;;0.000;0.000;;;;;;;;;;;;;;;;;;;;0.00;0;;;;;;1;;;;0.00;;;0;0;;;;;;0;;;;;;;0;0;;;0.000;;0;0
6888;;;;;0.000;0.000;;;;;;;;;;;;;;;;;;;;0.00;0;;;;;;1;;;;0.00;;;0;0;;;;;;0;;;;;;;0;0;;;0.000;;0;0
6889;;;;;0.000;0.000;;;;;;;;;;;;;;;;;;;;0.00;0;;;;;;1;;;;0.00;;;0;0;;;;;;0;;;;;;;0;0;;;0.000;;0;0
6890;;;;;0.000;0.000;;;;;;;;;;;;;;;;;;;;0.00;0;;;;;;1;;;;0.00;;;0;0;;;;;;0;;;;;;;0;0;;;0.000;;0;0
6891;;;;;0.000;0.000;;;;;;;;;;;;;;;;;;;;0.00;0;;;;;;1;;;;0.00;;;0;0;;;;;;0;;;;;;;0;0;;;0.000;;0;0
6892;;;;;0.000;0.000;;;;;;;;;;;;;;;;;;;;0.00;0;;;;;;1;;;;0.00;;;0;0;;;;;;0;;;;;;;0;0;;;0.000;;0;0
6893;;;;;0.000;0.000;;;;;;;;;;;;;;;;;;;;0.00;0;;;;;;1;;;;0.00;;;0;0;;;;;;0;;;;;;;0;0;;;0.000;;0;0
6894;;;;;0.000;0.000;;;;;;;;;;;;;;;;;;;;0.00;0;;;;;;1;;;;0.00;;;0;0;;;;;;0;;;;;;;0;0;;;0.000;;0;0
6895;;;;;0.000;0.000;;;;;;;;;;;;;;;;;;;;0.00;0;;;;;;1;;;;0.00;;;0;0;;;;;;0;;;;;;;0;0;;;0.000;;0;0
6896;;;;;0.000;0.000;;;;;;;;;;;;;;;;;;;;0.00;0;;;;;;1;;;;0.00;;;0;0;;;;;;0;;;;;;;0;0;;;0.000;;0;0
6897;;;;;0.000;0.000;;;;;;;;;;;;;;;;;;;;0.00;0;;;;;;1;;;;0.00;;;0;0;;;;;;0;;;;;;;0;0;;;0.000;;0;0
6898;;;;;0.000;0.000;;;;;;;;;;;;;;;;;;;;0.00;0;;;;;;1;;;;0.00;;;0;0;;;;;;0;;;;;;;0;0;;;0.000;;0;0
